date,client_union_id,community_id,create_date
2020-05-07,134,-130884826,2019-01-27
2020-05-07,135,-130643532,2019-01-04
2020-05-07,136,-130448424,2019-01-09
2020-05-07,137,-130093991,2018-07-28
2020-05-07,138,-130665152,2018-08-05
2020-05-07,139,-130268570,2019-02-13
2020-05-07,140,-130496661,2018-10-14
2020-05-07,141,-130718646,2018-07-28
2020-05-07,142,-130649465,2019-02-08
2020-05-07,143,-130767741,2019-02-11
2020-05-07,144,-130206042,2018-11-21
2020-05-07,145,-130021516,2018-12-17
2020-05-07,146,-130932167,2018-09-29
2020-05-07,147,-130989046,2018-11-12
2020-05-07,148,-130915132,2018-09-14
2020-05-07,149,-130200712,2018-09-06
2020-05-07,150,-130084641,2019-01-13
2020-05-07,151,-130626134,2018-12-06
2020-05-07,152,-130475785,2018-10-23
2020-05-07,153,-130083942,2019-02-15
2020-05-07,154,-130279252,2018-10-17
2020-05-07,155,-130883971,2018-09-22
2020-05-07,156,-130510547,2018-08-26
2020-05-07,157,-130201640,2018-11-27
2020-05-07,158,-130597215,2018-10-03
2020-05-07,159,-130646925,2018-11-05
2020-05-07,160,-130759338,2018-10-28
2020-05-07,161,-130097894,2019-01-03
2020-05-07,162,-130318869,2018-11-30
2020-05-07,163,-130229464,2018-11-29
2020-05-07,164,-130147332,2018-10-28
2020-05-07,165,-130414741,2018-12-14
2020-05-07,166,-130620127,2018-10-15
2020-05-07,167,-130555631,2018-12-04
2020-05-07,168,-130034572,2018-12-21
2020-05-07,169,-130030771,2019-01-16
2020-05-07,170,-130154091,2018-11-11
2020-05-07,171,-130685662,2018-12-17
2020-05-07,172,-130225755,2019-01-07
2020-05-07,173,-130990826,2018-12-06
2020-05-07,174,-130920336,2018-11-15
2020-05-07,175,-130601940,2018-09-14
2020-05-07,176,-130805807,2019-01-08
2020-05-07,177,-130823806,2018-11-15
2020-05-07,178,-130159600,2018-09-01
2020-05-07,179,-130713702,2018-12-02
2020-05-07,180,-130168124,2018-12-20
2020-05-07,181,-130811736,2018-12-20
2020-05-07,182,-130416745,2018-08-19
2020-05-07,183,-130121225,2019-02-23
2020-05-07,184,-130979614,2019-01-09
2020-05-07,185,-130338385,2019-01-22
2020-05-07,186,-130568986,2018-11-19
2020-05-07,187,-130657237,2018-12-02
2020-05-07,188,-130585759,2018-08-01
2020-05-07,189,-130013459,2018-11-19
2020-05-07,190,-130916386,2019-02-12
2020-05-07,191,-130962193,2019-02-28
2020-05-07,192,-130313561,2019-01-20
2020-05-07,193,-130502277,2019-01-20
2020-05-07,194,-130426994,2018-10-24
2020-05-07,195,-130087467,2018-07-29
2020-05-07,196,-130666946,2018-12-21
2020-05-07,197,-130565853,2019-01-23
2020-05-07,198,-130307383,2019-01-26
2020-05-07,199,-130578867,2019-01-08
2020-05-07,200,-130186560,2018-10-12
2020-05-07,201,-130403334,2018-10-20
2020-05-07,202,-130290924,2018-10-04
2020-05-07,203,-130855977,2018-10-21
2020-05-07,204,-130149056,2018-12-29
2020-05-07,205,-130755037,2019-01-15
2020-05-07,206,-130519797,2019-02-13
2020-05-07,207,-130875485,2018-10-19
2020-05-07,208,-130951044,2018-11-09
2020-05-07,209,-130489007,2018-10-13
2020-05-07,210,-130618604,2018-12-17
2020-05-07,211,-130063345,2018-10-18
2020-05-07,212,-130754913,2019-03-02
2020-05-07,213,-130406774,2018-12-30
2020-05-07,214,-130729391,2019-02-03
2020-05-07,215,-130914783,2018-08-25
2020-05-07,216,-130650300,2019-02-08
2020-05-07,217,-130602542,2019-01-23
2020-05-07,218,-130456454,2018-12-26
2020-05-07,219,-130843060,2019-02-20
2020-05-07,220,-130035154,2018-07-30
2020-05-07,221,-130057241,2018-09-05
2020-05-07,222,-130897567,2019-02-28
2020-05-07,223,-130590976,2018-11-07
2020-05-07,224,-130506865,2018-10-11
2020-05-07,225,-130683497,2018-10-06
2020-05-07,226,-130523160,2018-11-09
2020-05-07,227,-130120137,2018-11-17
2020-05-07,228,-130179261,2019-02-07
2020-05-07,229,-130220858,2019-02-15
2020-05-07,230,-130981734,2019-02-14
2020-05-07,231,-130732210,2019-01-29
2020-05-07,232,-130193385,2018-12-31
2020-05-07,233,-130213981,2019-01-16
2020-05-07,234,-130505552,2018-10-08
2020-05-07,235,-130585009,2018-12-30
2020-05-07,236,-130851699,2018-10-19
2020-05-07,237,-130597948,2018-11-19
2020-05-07,238,-130462987,2018-09-12
2020-05-07,239,-130723866,2018-11-05
2020-05-07,240,-130082908,2019-02-14
2020-05-07,241,-130350053,2019-01-26
2020-05-07,242,-130086906,2018-10-08
2020-05-07,243,-130875505,2018-08-07
2020-05-07,244,-130195162,2018-09-23
2020-05-07,245,-130390318,2018-08-12
2020-05-07,246,-130223888,2018-11-19
2020-05-07,247,-130041703,2018-10-20
2020-05-07,248,-130508555,2018-12-14
2020-05-07,249,-130613583,2019-01-31
2020-05-07,250,-130852369,2018-08-24
2020-05-07,251,-130286313,2019-01-19
2020-05-07,252,-130360253,2018-10-18
2020-05-07,253,-130095486,2018-12-04
2020-05-07,254,-130012387,2018-12-25
2020-05-07,255,-130169127,2018-10-30
2020-05-07,256,-130615811,2019-01-30
2020-05-07,257,-130652488,2018-11-29
2020-05-07,258,-130067251,2018-11-11
2020-05-07,259,-130650988,2019-02-11
2020-05-07,260,-130573243,2018-12-02
2020-05-07,261,-130090333,2019-01-19
2020-05-07,262,-130244253,2018-10-15
2020-05-07,263,-130386882,2018-09-26
2020-05-07,264,-130110530,2018-12-22
2020-05-07,265,-130638310,2018-09-30
2020-05-07,266,-130238659,2019-01-29
2020-05-07,267,-130033535,2018-11-03
2020-05-07,268,-130057524,2019-01-16
2020-05-07,269,-130199506,2018-10-08
2020-05-07,270,-130536537,2018-11-19
2020-05-07,271,-130719480,2018-10-15
2020-05-07,272,-130522178,2018-10-18
2020-05-07,273,-130023525,2018-09-30
2020-05-07,274,-130426273,2018-11-07
2020-05-07,275,-130315019,2018-12-06
2020-05-07,276,-130824107,2018-08-29
2020-05-07,277,-130620610,2018-09-16
2020-05-07,278,-130245516,2019-02-19
2020-05-07,279,-130386642,2019-02-18
2020-05-07,280,-130311593,2019-02-09
2020-05-07,281,-130386710,2019-01-16
2020-05-07,282,-130552687,2019-02-28
2020-05-07,283,-130188760,2018-10-17
2020-05-07,284,-130517311,2018-10-19
2020-05-07,285,-130638197,2019-02-10
2020-05-07,286,-130290014,2018-08-09
2020-05-07,287,-130546878,2019-01-25
2020-05-07,288,-130528531,2019-01-25
2020-05-07,289,-130664867,2018-08-09
2020-05-07,290,-130924883,2018-12-16
2020-05-07,291,-130011739,2019-01-05
2020-05-07,292,-130171883,2018-11-01
2020-05-07,293,-130868703,2018-11-26
2020-05-07,294,-130048356,2018-11-16
2020-05-07,295,-130537262,2018-11-21
2020-05-07,296,-130008537,2018-11-17
2020-05-07,297,-130098674,2018-09-05
2020-05-07,298,-130319642,2018-11-29
2020-05-07,299,-130299303,2019-02-16
2020-05-07,300,-130687515,2018-09-02
2020-05-07,301,-130402672,2019-02-01
2020-05-07,302,-130138780,2019-02-23
2020-05-07,303,-130524440,2018-11-08
2020-05-07,304,-130500095,2019-01-02
2020-05-07,305,-130700876,2018-10-31
2020-05-07,306,-130392850,2018-07-28
2020-05-07,307,-130206599,2019-02-12
2020-05-07,308,-130822989,2019-01-23
2020-05-07,309,-130098334,2018-12-15
2020-05-07,310,-130073050,2018-12-31
2020-05-07,311,-130902221,2018-11-20
2020-05-07,312,-130564817,2018-08-07
2020-05-07,313,-130715578,2019-01-14
2020-05-07,314,-130113859,2018-08-18
2020-05-07,315,-130594191,2018-09-28
2020-05-07,316,-130594251,2019-01-26
2020-05-07,317,-130642020,2019-02-20
2020-05-07,318,-130911600,2018-10-18
2020-05-07,319,-130300049,2018-10-28
2020-05-07,320,-130655254,2018-12-06
2020-05-07,321,-130186001,2018-11-20
2020-05-07,322,-130232791,2018-09-23
2020-05-07,323,-130240712,2018-08-18
2020-05-07,324,-130775742,2019-01-29
2020-05-07,325,-130726783,2019-02-06
2020-05-07,326,-130648285,2018-10-25
2020-05-07,327,-130787851,2018-11-01
2020-05-07,328,-130381207,2018-12-28
2020-05-07,329,-130195077,2019-02-25
2020-05-07,330,-130363797,2019-01-19
2020-05-07,331,-130392933,2018-09-21
2020-05-07,332,-130634563,2018-11-28
2020-05-07,333,-130389480,2018-10-29
2020-05-07,334,-130061868,2018-09-14
2020-05-07,335,-130879023,2019-02-25
2020-05-07,336,-130233254,2018-10-01
2020-05-07,337,-130933809,2019-02-19
2020-05-07,338,-130390404,2018-10-26
2020-05-07,339,-130917983,2019-02-17
2020-05-07,340,-130667873,2018-12-04
2020-05-07,341,-130943837,2018-10-04
2020-05-07,342,-130499274,2018-11-15
2020-05-07,343,-130787786,2019-02-11
2020-05-07,344,-130476696,2018-11-02
2020-05-07,345,-130797350,2018-12-27
2020-05-07,346,-130353438,2019-02-15
2020-05-07,347,-130302220,2018-11-04
2020-05-07,348,-130795202,2018-08-29
2020-05-07,349,-130235184,2018-08-03
2020-05-07,350,-130255332,2018-08-12
2020-05-07,351,-130451215,2019-01-01
2020-05-07,352,-130860877,2018-09-18
2020-05-07,353,-130291411,2019-02-09
2020-05-07,354,-130867101,2018-11-22
2020-05-07,355,-130034873,2018-11-06
2020-05-07,356,-130392392,2018-12-29
2020-05-07,357,-130798806,2019-01-03
2020-05-07,358,-130385706,2019-01-05
2020-05-07,359,-130596109,2019-01-09
2020-05-07,360,-130409800,2018-10-12
2020-05-07,361,-130465358,2018-10-01
2020-05-07,362,-130626739,2018-08-30
2020-05-07,363,-130954073,2018-09-22
2020-05-07,364,-130833750,2018-08-06
2020-05-07,365,-130366359,2018-12-12
2020-05-07,366,-130665660,2018-12-17
2020-05-07,367,-130667475,2018-12-13
2020-05-07,368,-130128322,2018-08-14
2020-05-07,369,-130760950,2018-11-11
2020-05-07,370,-130422739,2018-10-25
2020-05-07,371,-130993102,2019-01-06
2020-05-07,372,-130458100,2018-08-19
2020-05-07,373,-130680492,2019-02-12
2020-05-07,374,-130413342,2019-01-29
2020-05-07,375,-130239493,2019-01-19
2020-05-07,376,-130817561,2018-10-10
2020-05-07,377,-130595442,2019-01-17
2020-05-07,378,-130083517,2019-01-08
2020-05-07,379,-130940514,2019-03-03
2020-05-07,380,-130040719,2019-01-08
2020-05-07,381,-130082105,2018-10-25
2020-05-07,382,-130668345,2018-12-26
2020-05-07,383,-130085827,2018-10-26
2020-05-07,384,-130841482,2018-10-12
2020-05-07,385,-130425131,2018-08-22
2020-05-07,386,-130550045,2019-02-15
2020-05-07,387,-130444349,2019-01-03
2020-05-07,388,-130162758,2019-02-19
2020-05-07,389,-130225793,2018-10-08
2020-05-07,390,-130270792,2019-02-03
2020-05-07,391,-130177861,2018-11-25
2020-05-07,392,-130929105,2018-11-06
2020-05-07,393,-130350777,2018-10-24
2020-05-07,394,-130773905,2018-12-28
2020-05-07,395,-130598447,2018-12-26
2020-05-07,396,-130159459,2018-12-01
2020-05-07,397,-130816378,2018-11-18
2020-05-07,398,-130030346,2018-10-20
2020-05-07,399,-130073628,2019-02-10
2020-05-07,400,-130842789,2018-12-05
2020-05-07,401,-130369542,2018-12-04
2020-05-07,402,-130277025,2018-12-25
2020-05-07,403,-130677618,2018-12-02
2020-05-07,404,-130206358,2018-12-01
2020-05-07,405,-130816306,2018-12-21
2020-05-07,406,-130621887,2018-08-20
2020-05-07,407,-130577120,2018-11-02
2020-05-07,408,-130791932,2018-11-14
2020-05-07,409,-130000653,2018-11-05
2020-05-07,410,-130207796,2018-12-18
2020-05-07,411,-130166855,2018-12-16
2020-05-07,412,-130536281,2018-08-13
2020-05-07,413,-130142529,2019-01-04
2020-05-07,414,-130521447,2018-10-27
2020-05-07,415,-130022701,2018-12-03
2020-05-07,416,-130852283,2018-12-16
2020-05-07,417,-130828075,2019-02-16
2020-05-07,418,-130817713,2018-12-22
2020-05-07,419,-130714550,2019-01-13
2020-05-07,420,-130390117,2018-08-06
2020-05-07,421,-130264638,2019-02-27
2020-05-07,422,-130197162,2019-01-28
2020-05-07,423,-130066995,2018-12-04
2020-05-07,424,-130730047,2018-12-07
2020-05-07,425,-130483775,2019-02-06
2020-05-07,426,-130215311,2018-08-29
2020-05-07,427,-130173445,2018-09-20
2020-05-07,428,-130566411,2018-11-09
2020-05-07,429,-130496799,2019-02-01
2020-05-07,430,-130006406,2018-10-09
2020-05-07,431,-130920368,2018-08-14
2020-05-07,432,-130755998,2019-02-26
2020-05-07,433,-130687451,2019-02-28
2020-05-07,434,-130359474,2019-02-08
2020-05-07,435,-130003017,2019-02-12
2020-05-07,436,-130842945,2018-11-02
2020-05-07,437,-130864926,2018-10-25
2020-05-07,438,-130401796,2018-12-24
2020-05-07,439,-130712138,2018-07-29
2020-05-07,440,-130473122,2019-01-16
2020-05-07,441,-130137330,2018-08-30
2020-05-07,442,-130180906,2019-02-11
2020-05-07,443,-130161371,2019-02-04
2020-05-07,444,-130323500,2019-02-18
2020-05-07,445,-130226279,2018-11-30
2020-05-07,446,-130042618,2018-12-19
2020-05-07,447,-130169245,2019-01-03
2020-05-07,448,-130097632,2018-11-06
2020-05-07,449,-130671435,2018-12-17
2020-05-07,450,-130211006,2018-11-08
2020-05-07,451,-130972888,2018-12-08
2020-05-07,452,-130645514,2019-02-10
2020-05-07,453,-130990108,2018-08-25
2020-05-07,454,-130034684,2018-10-25
2020-05-07,455,-130914146,2019-01-28
2020-05-07,456,-130721583,2018-11-10
2020-05-07,457,-130549191,2019-02-25
2020-05-07,458,-130961309,2019-03-06
2020-05-07,459,-130840713,2019-02-14
2020-05-07,460,-130674907,2019-02-09
2020-05-07,461,-130370240,2018-09-02
2020-05-07,462,-130729760,2019-01-15
2020-05-07,463,-130292057,2018-08-04
2020-05-07,464,-130031061,2018-09-10
2020-05-07,465,-130392168,2018-09-29
2020-05-07,466,-130007434,2019-02-20
2020-05-07,467,-130501204,2018-12-13
2020-05-07,468,-130811981,2018-08-17
2020-05-07,469,-130749701,2018-10-21
2020-05-07,470,-130987414,2018-11-29
2020-05-07,471,-130307987,2018-08-14
2020-05-07,472,-130760534,2019-02-23
2020-05-07,473,-130541565,2018-12-12
2020-05-07,474,-130750311,2019-01-28
2020-05-07,475,-130665323,2018-08-18
2020-05-07,476,-130870740,2019-02-23
2020-05-07,477,-130424278,2019-02-02
2020-05-07,478,-130947040,2018-11-23
2020-05-07,479,-130535706,2019-02-07
2020-05-07,480,-130769072,2018-10-12
2020-05-07,481,-130666554,2018-09-24
2020-05-07,482,-130792870,2019-01-17
2020-05-07,483,-130877114,2018-09-06
2020-05-07,484,-130760446,2018-12-08
2020-05-07,485,-130258958,2018-10-24
2020-05-07,486,-130582508,2018-12-12
2020-05-07,487,-130323042,2018-08-18
2020-05-07,488,-130336013,2018-11-16
2020-05-07,489,-130584253,2019-01-16
2020-05-07,490,-130020048,2019-01-14
2020-05-07,491,-130467989,2018-10-21
2020-05-07,492,-130427432,2018-12-04
2020-05-07,493,-130327981,2018-12-02
2020-05-07,494,-130638604,2018-07-30
2020-05-07,495,-130780110,2018-10-28
2020-05-07,496,-130697705,2018-09-08
2020-05-07,497,-130288327,2019-01-18
2020-05-07,498,-130692691,2018-07-31
2020-05-07,499,-130242910,2018-08-10
2020-05-07,500,-130694355,2018-11-01
2020-05-07,501,-130074530,2018-09-07
2020-05-07,502,-130550168,2018-11-23
2020-05-07,503,-130469772,2018-09-03
2020-05-07,504,-130422685,2019-01-23
2020-05-07,505,-130912191,2019-02-23
2020-05-07,506,-130048476,2018-12-13
2020-05-07,507,-130959778,2019-02-21
2020-05-07,508,-130771355,2018-10-08
2020-05-07,509,-130434435,2019-02-27
2020-05-07,510,-130506894,2018-12-24
2020-05-07,511,-130644497,2019-02-28
2020-05-07,512,-130032231,2018-09-25
2020-05-07,513,-130881416,2018-09-17
2020-05-07,514,-130287302,2018-12-17
2020-05-07,515,-130942388,2019-01-15
2020-05-07,516,-130066543,2018-09-02
2020-05-07,517,-130968033,2018-08-08
2020-05-07,518,-130101087,2018-11-24
2020-05-07,519,-130076694,2018-08-13
2020-05-07,520,-130459567,2018-08-07
2020-05-07,521,-130508717,2018-08-21
2020-05-07,522,-130154706,2018-08-16
2020-05-07,523,-130013894,2019-01-05
2020-05-07,524,-130859046,2019-01-29
2020-05-07,525,-130395579,2018-08-07
2020-05-07,526,-130611269,2019-01-03
2020-05-07,527,-130843425,2018-12-09
2020-05-07,528,-130874356,2018-09-28
2020-05-07,529,-130691937,2018-10-09
2020-05-07,530,-130825135,2019-01-11
2020-05-07,531,-130613188,2018-12-14
2020-05-07,532,-130168688,2019-01-31
2020-05-07,533,-130133475,2018-10-14
2020-05-07,534,-130563367,2018-10-13
2020-05-07,535,-130122950,2018-10-18
2020-05-07,536,-130119398,2019-02-18
2020-05-07,537,-130201648,2018-09-12
2020-05-07,538,-130820628,2018-08-04
2020-05-07,539,-130281824,2018-08-02
2020-05-07,540,-130777855,2018-10-16
2020-05-07,541,-130310825,2018-09-20
2020-05-07,542,-130796772,2018-07-31
2020-05-07,543,-130349359,2018-08-22
2020-05-07,544,-130724102,2018-12-05
2020-05-07,545,-130220993,2018-09-29
2020-05-07,546,-130528461,2018-12-02
2020-05-07,547,-130127131,2018-11-15
2020-05-07,548,-130834259,2018-08-05
2020-05-07,549,-130722084,2018-11-23
2020-05-07,550,-130284692,2018-10-26
2020-05-07,551,-130113891,2018-10-09
2020-05-07,552,-130185853,2018-11-22
2020-05-07,553,-130047341,2018-10-11
2020-05-07,554,-130277960,2018-11-07
2020-05-07,555,-130444939,2019-01-13
2020-05-07,556,-130311935,2018-11-06
2020-05-07,557,-130892382,2018-11-07
2020-05-07,558,-130666831,2018-11-24
2020-05-07,559,-130867776,2019-01-04
2020-05-07,560,-130023585,2018-10-28
2020-05-07,561,-130474599,2018-10-22
2020-05-07,562,-130615703,2018-10-24
2020-05-07,563,-130291606,2018-08-17
2020-05-07,564,-130581205,2018-11-23
2020-05-07,565,-130821388,2019-01-24
2020-05-07,566,-130790764,2018-12-24
2020-05-07,567,-130115198,2018-11-27
2020-05-07,568,-130353324,2018-11-30
2020-05-07,569,-130673995,2018-09-13
2020-05-07,570,-130737234,2018-10-15
2020-05-07,571,-130813467,2019-01-26
2020-05-07,572,-130378872,2018-12-13
2020-05-07,573,-130779697,2019-01-20
2020-05-07,574,-130435577,2018-11-17
2020-05-07,575,-130823363,2018-10-30
2020-05-07,576,-130620232,2019-01-20
2020-05-07,577,-130338252,2019-02-28
2020-05-07,578,-130454671,2018-09-08
2020-05-07,579,-130896055,2019-02-28
2020-05-07,580,-130940005,2018-12-05
2020-05-07,581,-130620642,2019-02-27
2020-05-07,582,-130705299,2018-11-04
2020-05-07,583,-130978310,2018-08-14
2020-05-07,584,-130881981,2018-12-01
2020-05-07,585,-130605764,2019-03-03
2020-05-07,586,-130994148,2019-02-07
2020-05-07,587,-130766595,2019-02-08
2020-05-07,588,-130649353,2018-12-12
2020-05-07,589,-130311983,2018-10-29
2020-05-07,590,-130914563,2018-11-14
2020-05-07,591,-130221283,2018-12-09
2020-05-07,592,-130724235,2018-10-14
2020-05-07,593,-130655174,2018-11-20
2020-05-07,594,-130499624,2018-08-06
2020-05-07,595,-130864124,2018-12-26
2020-05-07,596,-130303507,2018-12-10
2020-05-07,597,-130772984,2019-01-05
2020-05-07,598,-130119916,2018-12-08
2020-05-07,599,-130286976,2018-07-31
2020-05-07,600,-130880581,2018-12-17
2020-05-07,601,-130764068,2019-02-25
2020-05-07,602,-130415450,2018-12-08
2020-05-07,603,-130459076,2019-01-18
2020-05-07,604,-130110989,2018-08-29
2020-05-07,605,-130515754,2019-02-12
2020-05-07,606,-130738201,2019-02-10
2020-05-07,607,-130380428,2018-11-18
2020-05-07,608,-130670285,2018-10-18
2020-05-07,609,-130117048,2018-12-06
2020-05-07,610,-130388762,2019-01-19
2020-05-07,611,-130559756,2018-10-09
2020-05-07,612,-130869876,2018-11-13
2020-05-07,613,-130860808,2018-09-22
2020-05-07,614,-130348325,2018-08-24
2020-05-07,615,-130358552,2018-10-10
2020-05-07,616,-130792736,2018-11-03
2020-05-07,617,-130024104,2019-01-01
2020-05-07,618,-130253663,2018-10-12
2020-05-07,619,-130420374,2018-12-02
2020-05-07,620,-130502983,2019-01-28
2020-05-07,621,-130075575,2019-02-07
2020-05-07,622,-130351351,2018-11-04
2020-05-07,623,-130432865,2019-01-21
2020-05-07,624,-130188718,2019-01-22
2020-05-07,625,-130570036,2018-08-25
2020-05-07,626,-130083963,2018-10-13
2020-05-07,627,-130659304,2019-01-03
2020-05-07,628,-130761160,2018-10-29
2020-05-07,629,-130754040,2018-08-25
2020-05-07,630,-130799097,2019-01-08
2020-05-07,631,-130831964,2018-11-10
2020-05-07,632,-130502203,2018-10-26
2020-05-07,633,-130272185,2018-10-27
2020-05-07,634,-130607513,2018-10-30
2020-05-07,635,-130183713,2018-09-08
2020-05-07,636,-130579019,2018-11-10
2020-05-07,637,-130656626,2018-11-02
2020-05-07,638,-130099804,2018-12-11
2020-05-07,639,-130601685,2019-01-08
2020-05-07,640,-130755174,2018-12-30
2020-05-07,641,-130997465,2018-07-30
2020-05-07,642,-130942429,2018-11-27
2020-05-07,643,-130679307,2019-01-20
2020-05-07,644,-130314642,2018-11-30
2020-05-07,645,-130565516,2019-02-09
2020-05-07,646,-130155194,2019-03-05
2020-05-07,647,-130247864,2018-09-23
2020-05-07,648,-130331532,2018-10-14
2020-05-07,649,-130387784,2018-08-24
2020-05-07,650,-130326050,2018-08-12
2020-05-07,651,-130476794,2018-09-05
2020-05-07,652,-130648782,2018-09-24
2020-05-07,653,-130439563,2019-01-09
2020-05-07,654,-130322086,2019-02-26
2020-05-07,655,-130213917,2018-10-17
2020-05-07,656,-130603462,2018-08-01
2020-05-07,657,-130721577,2019-01-06
2020-05-07,658,-130469440,2018-08-11
2020-05-07,659,-130982791,2018-11-20
2020-05-07,660,-130184009,2018-10-17
2020-05-07,661,-130382863,2018-11-30
2020-05-07,662,-130061611,2018-10-08
2020-05-07,663,-130364408,2018-11-20
2020-05-07,664,-130765648,2018-08-14
2020-05-07,665,-130973834,2018-11-04
